EMG_1
220423198940513.9,162032672246078.06,172217739251188.66,211137833417556.4,175472471306636.84,201181575731382.38,134513537015191.0,189074649025364.38,196810450588226.0,125731707948882.7,439795014296418.25,148724337096771.62,179801784685708.28,76787547063624.81,145515426325285.8,79115409313922.98,157531084649759.28,189079087510134.3,149473562951271.2,187497451691052.44,82300557855247.88,185939928620802.6,169620977170473.75,179265767214421.47
